time_s,current_nA,label
0.0,2.7126282210857355,1
0.01,3.262973828417106,1
0.02,3.6204369467166813,1
0.03,4.136235728731575,1
0.04,4.744881545438342,1
0.05,4.570503313342204,1
0.06,3.340334655196809,1
0.07,3.7793986926417915,1
0.08,4.079458152818209,1
0.09,3.8565399075556734,1
0.1,3.8151825755596613,1
0.11,2.846423860969526,1
0.12,3.1373186097827226,1
0.13,3.624900088992053,1
0.14,1.898318413977001,1
0.15,4.214132754453345,1
0.16,3.050929511736792,1
0.17,4.328539943893524,1
0.18,4.365166897407775,1
0.19,3.6472462398844803,1
0.2,4.629502770652893,1
0.21,4.5446994750981755,1
0.22,3.877758361918004,1
0.23,3.7809156458433235,1
0.24,4.770972569333307,1
0.25,4.272230577553333,1
0.26,4.76544811765841,1
0.27,2.5560476467969733,1
0.28,4.020402379025457,1
0.29,2.999655459190515,1
0.3,3.9217637158700827,1
0.31,4.433731676174563,1
0.32,5.108888828108091,1
0.33,3.395923610607371,1
0.34,3.5504616826475726,1
0.35000000000000003,3.8356082569168826,1
0.36,3.2865479875824253,1
0.37,4.53195446753116,1
0.38,3.943298359514607,1
0.39,4.05382715805654,1
0.4,4.40709918668084,1
0.41000000000000003,4.002618803229445,1
0.42,3.515253616691579,1
0.43,3.991925852605321,1
0.44,3.5162015425792976,1
0.45,4.116468147652986,1
0.46,4.725114659881343,1
0.47000000000000003,3.3413032419738213,1
0.48,3.0093710727608265,1
0.49,3.9944170386736624,1
0.5,3.500011125367038,1
0.51,3.9658765608806643,1
0.52,4.160300133326064,1
0.53,2.556832343118774,1
0.54,4.288802977282268,1
0.55,3.1829784690256226,1
0.56,3.8651941896478834,1
0.5700000000000001,3.5039290179867892,1
0.58,3.5689705148255912,1
0.59,5.051327183557203,1
0.6,4.271712921309076,1
0.61,4.628012156961416,1
0.62,4.181155387647463,1
0.63,4.475052067189094,1
0.64,4.371511526179196,1
0.65,4.262824132223984,1
0.66,4.805408769841962,1
0.67,4.210026082982522,1
0.68,5.538411641098875,1
0.6900000000000001,4.737425375928374,1
0.7000000000000001,3.303395252169372,1
0.71,3.8189317941429692,1
0.72,4.2012318090386795,1
0.73,3.9790447531786723,1
0.74,4.372204801309272,1
0.75,4.464024867181472,1
0.76,3.0744175809592034,1
0.77,4.7155089585158905,1
0.78,3.677441446861828,1
0.79,3.5721064045519575,1
0.8,3.587081715800999,1
0.81,4.524574039029937,1
0.8200000000000001,3.903732728092595,1
0.8300000000000001,3.6255924406093274,1
0.84,3.7746598132774594,1
0.85,2.897466621683691,1
0.86,3.4587122920382716,1
0.87,3.223401339557768,1
0.88,3.8218987662248542,1
0.89,4.442161735206833,1
0.9,4.3844171390584075,1
0.91,4.813759768370966,1
0.92,4.674159486287673,1
0.93,3.635580729914281,1
0.9400000000000001,3.918307680896861,1
0.9500000000000001,3.898540195861759,1
0.96,2.526962647462428,1
0.97,3.061668249329507,1
0.98,3.7920201180840776,1
0.99,3.8534410051220354,1
1.0,4.3251010663487275,1
1.01,4.3450515329272585,1
1.02,2.917366082351609,1
1.03,4.333422527430641,1
1.04,4.208079140148261,1
1.05,4.492382240980997,1
1.06,4.793040729555802,1
