time_s,current_nA,label
0.0,0.273192784156178,0
0.01,-0.005275863968543538,0
0.02,0.3436969458851652,0
0.03,0.8971326326833975,0
0.04,0.09977202465965973,0
0.05,-0.0995169728719596,0
0.06,0.8163757912108247,0
0.07,0.6130909798184868,0
0.08,-0.09638546719488947,0
0.09,0.2652317998754349,0
0.1,-0.18004003735889024,0
0.11,-0.29254683928068764,0
0.12,0.056239792613298575,0
0.13,-1.0042636646089471,0
0.14,-1.1690375012622034,0
0.15,-0.5910469767610202,0
0.16,-0.6864372608331012,0
0.17,-0.00352641844843273,0
0.18,-0.48365885843366285,0
0.19,-0.8721962144808616,0
0.2,0.5633228802399136,0
0.21,0.021501659402350777,0
0.22,0.042283740545603125,0
0.23,-0.7471680505991347,0
0.24,-0.4756629824872765,0
0.25,-0.0587711526178718,0
0.26,-0.6265205768566507,0
0.27,0.04460150613113431,0
0.28,-0.30750923802217045,0
0.29,-0.23097045646395725,0
0.3,-0.3768861170870515,0
0.31,0.8935106857157991,0
0.32,0.21756119529511844,0
0.33,-0.507464333425759,0
0.34,0.31262413181286103,0
0.35000000000000003,-0.5704877012596792,0
0.36,-0.029853803805959228,0
0.37,-1.0494734816321123,0
0.38,-0.9680484893532988,0
0.39,-0.13550845811502002,0
0.4,0.3610928721420369,0
0.41000000000000003,0.18328579947949858,0
0.42,-0.013969988446679307,0
0.43,-0.16200306688946797,0
0.44,-0.8259856297781434,0
0.45,-0.5879162330323842,0
0.46,-0.3903204565905888,0
0.47000000000000003,0.4673820639310581,0
0.48,0.30188412985404883,0
0.49,-0.8613177469378938,0
0.5,-0.040608727828250646,0
0.51,-0.2130450671779445,0
0.52,-0.4115266751583686,0
0.53,0.2251192865859244,0
0.54,0.6076275661259006,0
0.55,0.6501929450212888,0
0.56,-0.2819756420984394,0
0.5700000000000001,-0.23272898459938957,0
0.58,0.12070099978005484,0
0.59,0.5522035851408309,0
0.6,-0.11456765047083615,0
0.61,-0.12491084774267769,0
0.62,-0.6177466327629914,0
0.63,-0.7887729974690576,0
0.64,0.2382335660018265,0
0.65,0.784574564726495,0
0.66,0.16060871905717722,0
0.67,0.5774241835307888,0
0.68,0.33983776123925075,0
0.6900000000000001,-0.2556493477507517,0
0.7000000000000001,0.13152614057756012,0
0.71,0.8549651504010137,0
0.72,0.19773004547394885,0
0.73,0.885770130008403,0
0.74,-1.1705118011945295,0
0.75,0.14825864290651652,0
0.76,0.08665725402440975,0
0.77,-0.13428827046051847,0
0.78,0.018615528278158825,0
0.79,-1.0504324032075982,0
0.8,-0.3761845791949511,0
0.81,0.09957780186332936,0
0.8200000000000001,0.8154163857753941,0
0.8300000000000001,-0.06860933262775554,0
0.84,-0.4441275430113312,0
0.85,-0.3746166877350724,0
0.86,0.3974905670899068,0
0.87,0.27814745175058453,0
0.88,-0.2088334415027834,0
0.89,0.2249126646548237,0
0.9,0.11175581118300806,0
0.91,0.5476493348641295,0
0.92,-0.23304045352864552,0
0.93,-0.22879415332498715,0
0.9400000000000001,-0.2620099609351953,0
0.9500000000000001,-0.8408333711188749,0
0.96,-0.04842912548311257,0
0.97,0.1310409694277533,0
0.98,0.03965284730288516,0
0.99,-0.11080080522896044,0
1.0,-0.7771806840268656,0
1.01,-0.41400696270895787,0
1.02,-0.28167025385322203,0
1.03,-0.4932770440656103,0
1.04,-0.2047857888281634,0
1.05,0.16844103164055488,0
1.06,1.0510792117765664,0
1.07,0.3602895609597964,0
1.08,0.23182034391764797,0
1.09,0.022945692636693767,0
1.1,-1.0113987559190958,0
1.11,-0.26224883352561934,0
1.12,-0.028724699374027662,0
1.1300000000000001,1.3093871557043282,0
1.1400000000000001,0.22975534922516508,0
1.1500000000000001,0.22291333347251793,0
1.16,0.042175383726478895,0
1.17,-0.6068436980741014,0
1.18,0.461899493084652,0
1.19,0.5209650877310434,0
1.2,0.5565954031950527,0
1.21,-0.3399878538549328,0
1.22,0.6672269010682732,0
1.23,-0.5744994575276479,0
1.24,0.17416843412341648,0
1.25,1.2153504527469556,0
1.26,-0.218301895738847,0
1.27,-0.3507506302279118,0
1.28,-0.029179110529287414,0
1.29,-0.26993024300701857,0
1.3,-0.8877400282331458,0
1.31,-0.17985504035948705,0
1.32,-0.6050677638350148,0
1.33,0.10659018956599117,0
1.34,-0.4572833868555468,0
1.35,0.71681099753628,0
1.36,-0.23212765107983307,0
1.37,-0.22371909874838963,0
1.3800000000000001,0.38316105306645104,0
1.3900000000000001,-0.5537817051908073,0
1.4000000000000001,-0.01136603074405806,0
1.41,0.6992493568301303,0
1.42,-0.6751954087299014,0
1.43,-0.06439879738829879,0
1.44,0.12841541240615037,0
1.45,0.45461278200089733,0
1.46,-0.5388635421689755,0
1.47,-0.8316601098470324,0
1.48,0.07632499507548354,0
1.49,0.18356615011574484,0
1.5,0.185660250066199,0
1.51,0.23732572535401236,0
1.52,-0.2963485417974583,0
1.53,0.05609561193574019,0
1.54,0.17663713029875905,0
1.55,-0.3296738444693127,0
1.56,0.9177986539588624,0
1.57,0.4884512087531007,0
